age,exit,travel,dept,homeDist,edu,id,envrStf,gender,jobLvl,jobStf,marital,monthSal,pastComp,overtime,salInc,relStf,workYrs,wlBal,compYrs,lastPromYrs,currManYrs
27,No,Rarely,Research & Development,4,College,1259,Low,Male,1,High,Divorced,2517,1,No,11,Medium,5,Better,5,0,3
29,No,Rarely,Research & Development,7,Bachelor,1260,High,Male,2,Very High,Divorced,6623,1,Yes,11,Medium,6,Better,6,1,0
48,No,Rarely,Research & Development,1,Bachelor,1263,Very High,Male,5,Very High,Single,18265,6,No,12,High,25,Best,1,0,0
29,No,Rarely,Research & Development,1,Bachelor,1264,Very High,Female,4,Very High,Divorced,16124,3,No,14,Medium,9,Good,7,1,7
34,No,Rarely,Research & Development,20,Bachelor,1265,High,Female,1,High,Married,2585,0,No,17,Very High,2,Good,1,0,0
44,No,Rarely,Sales,5,Bachelor,1267,Medium,Male,5,Medium,Married,18213,7,No,11,High,26,Better,22,3,10
33,No,Rarely,Sales,10,Doctor,1268,Very High,Male,3,High,Divorced,8380,0,Yes,14,Very High,10,Better,9,0,8
19,No,Rarely,Research & Development,25,Bachelor,1269,Medium,Female,1,Very High,Single,2994,1,Yes,12,Very High,1,Better,1,0,1
23,No,Rarely,Research & Development,1,College,1270,Very High,Male,1,High,Married,1223,1,No,22,Very High,1,Better,1,0,1
25,Yes,Frequently,Sales,24,Below College,1273,High,Male,1,Very High,Single,1118,1,Yes,14,Very High,1,Better,1,1,0
26,No,Rarely,Research & Development,4,College,1275,High,Male,1,Very High,Single,2875,1,Yes,20,Medium,8,Good,8,2,2
45,Yes,Rarely,Sales,2,Bachelor,1277,Low,Female,5,Medium,Single,18824,2,Yes,16,Low,26,Better,24,1,11
55,No,None,Research & Development,8,Below College,1278,Very High,Male,4,Medium,Divorced,13577,1,Yes,15,Very High,34,Better,33,15,0
21,Yes,Frequently,Research & Development,10,College,1279,Low,Female,1,High,Single,2625,1,No,20,High,2,Bad,2,2,2
46,No,Rarely,Sales,4,College,1280,Very High,Female,5,Medium,Married,18789,2,No,14,High,26,Better,11,0,8
34,No,Rarely,Sales,2,Bachelor,1281,High,Female,2,Low,Single,4538,0,Yes,12,Very High,4,Better,3,0,2
51,No,Frequently,Sales,9,Bachelor,1282,Very High,Male,5,Medium,Divorced,19847,4,Yes,24,Low,31,Good,29,11,10
59,No,Rarely,Research & Development,18,Master,1283,Very High,Male,3,Very High,Single,10512,6,No,12,Very High,25,Good,9,5,4
34,No,Frequently,Research & Development,19,Bachelor,1285,High,Female,2,Medium,Divorced,4444,4,No,13,High,15,Best,11,5,10
28,No,Frequently,Research & Development,1,Master,1286,Very High,Male,1,High,Single,2154,0,Yes,11,High,5,Good,4,0,2
44,No,Rarely,Research & Development,4,College,1288,High,Male,5,Low,Divorced,19190,1,No,14,Very High,26,Good,25,14,13
34,No,Frequently,Human Resources,11,Bachelor,1289,High,Male,2,Medium,Married,4490,4,No,11,Very High,14,Best,10,1,8
35,No,Rarely,Research & Development,6,Below College,1291,High,Male,1,High,Married,3506,0,Yes,14,Very High,4,Better,3,2,2
42,No,Rarely,Research & Development,7,Master,1292,Medium,Female,2,Medium,Married,2372,6,Yes,16,Very High,18,Better,1,0,0
43,No,Rarely,Sales,4,Master,1293,Very High,Female,3,Very High,Single,10231,3,No,14,Very High,23,Best,21,15,17
36,No,Rarely,Research & Development,2,Master,1294,High,Female,2,Medium,Single,5410,9,Yes,11,Very High,18,Better,16,5,12
44,Yes,Rarely,Research & Development,15,Bachelor,1295,Low,Female,3,Very High,Married,7978,1,No,11,Very High,10,Better,10,0,5
28,No,Frequently,Research & Development,2,Bachelor,1296,Very High,Male,1,Very High,Married,3867,1,Yes,12,Medium,2,Better,2,2,2
51,No,Frequently,Research & Development,6,College,1297,Medium,Female,1,High,Single,2838,0,No,14,Medium,8,Good,7,7,7
30,No,None,Research & Development,9,College,1298,High,Female,2,High,Single,4695,7,Yes,18,High,10,Better,8,1,7
29,Yes,Rarely,Research & Development,7,Bachelor,1299,Medium,Female,1,High,Divorced,3339,3,Yes,13,Low,10,Better,7,7,7
28,No,Rarely,Research & Development,1,Bachelor,1301,Very High,Male,1,Low,Single,2080,2,No,11,Medium,5,Good,3,1,2
25,No,Rarely,Research & Development,1,Bachelor,1303,Very High,Female,1,Medium,Single,2096,1,No,18,Very High,2,Good,2,2,1
32,No,Rarely,Sales,8,Bachelor,1304,High,Male,2,Very High,Married,6209,1,No,15,High,10,Best,10,0,8
45,No,Frequently,Research & Development,25,Bachelor,1306,Medium,Female,5,Medium,Single,18061,3,No,22,High,22,Better,0,0,0
39,No,Rarely,Research & Development,13,Master,1307,High,Female,4,Medium,Divorced,17123,6,Yes,13,Very High,21,Better,19,15,2
58,No,Rarely,Research & Development,23,Master,1308,Low,Male,1,High,Divorced,2372,1,No,12,Very High,2,Better,2,2,2
32,Yes,Rarely,Research & Development,7,College,1309,Very High,Male,2,High,Married,4883,1,No,18,Low,10,Better,10,1,1
39,Yes,Rarely,Research & Development,23,Bachelor,1310,High,Male,1,Low,Single,3904,0,No,13,Low,6,Better,5,0,3
30,No,Rarely,Research & Development,6,Bachelor,1311,Low,Female,2,Very High,Married,4627,0,No,12,Low,10,Better,9,6,7
36,No,Rarely,Research & Development,10,Master,1312,Very High,Female,3,High,Married,7094,3,No,12,Low,10,Better,7,1,7
46,No,Rarely,Human Resources,1,College,1314,Very High,Female,1,Low,Single,3423,6,No,12,High,10,Best,7,5,7
28,No,None,Research & Development,1,Bachelor,1315,High,Female,2,Very High,Married,6674,0,No,11,Low,10,Better,9,7,5
50,No,Rarely,Research & Development,28,Bachelor,1317,Very High,Female,4,Low,Married,16880,4,Yes,11,Medium,25,Better,3,1,2
40,Yes,Rarely,Sales,25,Master,1318,Very High,Male,3,Medium,Single,9094,2,Yes,12,High,9,Better,5,1,0
52,Yes,Rarely,Sales,5,Bachelor,1319,Medium,Male,3,Medium,Single,8446,9,Yes,19,High,10,Good,8,7,7
30,No,Rarely,Research & Development,17,Master,1321,Medium,Female,3,Low,Married,11916,1,Yes,23,Very High,9,Better,9,0,8
39,No,Rarely,Research & Development,18,College,1322,Low,Male,2,High,Single,4534,0,No,11,Low,9,Better,8,1,7
31,No,None,Sales,2,Master,1324,Very High,Female,3,High,Divorced,9852,1,Yes,19,Low,10,Good,10,9,6
41,No,None,Sales,10,College,1329,High,Male,2,Medium,Single,6151,1,No,13,Low,19,Better,19,11,9
31,Yes,Frequently,Sales,1,Bachelor,1331,Very High,Female,1,Medium,Single,2302,1,Yes,11,Low,3,Best,3,2,2
44,Yes,Rarely,Research & Development,3,Bachelor,1333,Low,Male,1,Low,Married,2362,4,No,12,High,10,Best,3,1,2
42,No,None,Research & Development,2,Below College,1334,High,Male,4,High,Married,17861,0,Yes,13,Very High,21,Good,20,2,10
55,No,Rarely,Research & Development,2,College,1336,Very High,Female,5,High,Married,19187,4,No,14,Very High,23,Better,19,9,11
56,No,Rarely,Human Resources,8,Master,1338,Very High,Male,5,Medium,Single,19717,6,No,14,Low,36,Better,7,7,7
40,No,None,Research & Development,16,College,1340,High,Male,1,High,Divorced,3544,9,No,16,Medium,6,Better,4,0,0
34,No,Rarely,Research & Development,9,Bachelor,1344,Very High,Male,3,Very High,Divorced,8500,0,No,11,Very High,10,Good,9,1,6
40,No,Rarely,Research & Development,2,Bachelor,1346,High,Male,2,Very High,Single,4661,1,No,13,High,9,Better,9,8,8
41,No,Frequently,Sales,1,Bachelor,1349,High,Female,2,Low,Divorced,4103,0,No,17,Very High,10,Better,9,1,7
35,No,Frequently,Research & Development,4,Master,1350,High,Male,2,High,Single,4249,1,Yes,11,Medium,9,Better,9,1,1
51,No,Rarely,Human Resources,5,Bachelor,1352,High,Male,4,Medium,Divorced,14026,1,Yes,11,Medium,33,Better,33,0,10
38,No,Rarely,Sales,2,College,1355,Medium,Female,2,Low,Divorced,6893,3,No,15,Very High,11,Better,7,1,7
34,No,Rarely,Sales,15,College,1356,High,Female,2,Low,Single,6125,1,No,12,Very High,10,Best,10,9,6
25,No,Rarely,Research & Development,19,Below College,1358,Very High,Male,1,Very High,Married,3669,3,No,11,High,7,Good,3,1,2
58,Yes,Rarely,Research & Development,7,Master,1360,High,Female,3,Low,Married,10008,7,Yes,14,Very High,31,Good,10,5,9
40,No,Rarely,Research & Development,1,Master,1361,Medium,Male,1,Medium,Married,2387,3,No,22,High,7,Better,4,0,3
36,No,Frequently,Sales,7,Bachelor,1362,Low,Female,2,Low,Married,4639,2,No,16,Very High,17,Good,15,6,13
48,No,Rarely,Research & Development,4,Bachelor,1363,Very High,Male,3,Very High,Single,7898,1,No,11,High,11,Better,10,0,8
27,No,Rarely,Sales,11,Bachelor,1364,High,Female,1,Very High,Married,2534,8,No,14,Medium,5,Better,1,0,0
51,No,Rarely,Research & Development,11,College,1367,Very High,Female,4,Medium,Single,13142,3,No,16,Medium,29,Good,5,0,3
18,No,None,Research & Development,1,Bachelor,1368,Very High,Female,1,Very High,Single,1611,1,No,15,High,0,Best,0,0,0
35,No,Rarely,Research & Development,1,Bachelor,1369,Very High,Female,2,Very High,Married,5363,0,No,12,Medium,10,Better,9,0,0
27,No,Frequently,Sales,2,Below College,1371,Very High,Male,2,Very High,Single,5071,3,No,20,Medium,8,Better,6,0,0
55,Yes,Rarely,Sales,13,Master,1372,Low,Male,4,High,Single,13695,6,Yes,17,High,24,Good,19,3,8
56,No,Rarely,Research & Development,23,Bachelor,1373,Very High,Male,4,Medium,Married,13402,4,Yes,12,Low,33,Better,19,15,9
34,No,None,Research & Development,26,Below College,1374,Low,Female,1,High,Divorced,2029,1,No,20,High,5,Better,5,0,0
40,No,Rarely,Research & Development,2,Below College,1375,Medium,Female,2,High,Divorced,6377,5,No,20,Medium,15,Better,12,11,8
34,No,Rarely,Research & Development,29,Bachelor,1377,Medium,Male,2,High,Married,5429,4,No,13,Low,10,Better,8,7,7
31,Yes,Frequently,Sales,2,Bachelor,1379,High,Female,1,Very High,Single,2785,7,No,14,High,3,Best,1,0,0
35,Yes,Frequently,Sales,18,Master,1380,Very High,Female,2,High,Married,4614,0,Yes,18,High,5,Good,4,3,2
38,No,Frequently,Research & Development,7,Bachelor,1382,Very High,Male,1,High,Divorced,2610,1,No,11,Very High,4,Better,4,0,3
34,No,Rarely,Research & Development,2,Master,1383,High,Female,2,Very High,Single,6687,1,No,11,Very High,14,Best,14,4,11
28,No,Rarely,Sales,26,Bachelor,1387,High,Male,2,Low,Married,4724,1,No,11,High,5,Better,5,0,4
31,Yes,Rarely,Research & Development,22,Master,1389,Very High,Male,2,High,Married,6179,1,Yes,15,Very High,10,Good,10,6,7
39,No,Rarely,Sales,21,Master,1390,Low,Male,2,Very High,Married,6120,3,Yes,12,Very High,8,Best,5,1,4
51,No,Frequently,Sales,2,Bachelor,1391,Medium,Male,3,Medium,Married,10596,2,No,11,Medium,14,Better,4,3,2
41,No,Frequently,Research & Development,22,Bachelor,1392,Very High,Female,2,Very High,Divorced,5467,3,Yes,14,Low,12,Good,6,3,3
37,No,Rarely,Research & Development,4,Below College,1394,High,Male,1,High,Married,2996,7,Yes,15,Very High,8,Better,6,1,3
33,No,Frequently,Sales,5,Below College,1395,Medium,Male,2,Very High,Married,9998,6,No,13,Low,8,Best,5,1,2
32,No,Rarely,Sales,2,Below College,1396,High,Male,2,Medium,Married,4078,0,Yes,13,Low,4,Good,3,1,2
39,No,None,Research & Development,25,College,1397,High,Male,3,High,Married,10920,3,No,21,Medium,13,Better,6,0,5
25,No,Rarely,Sales,18,Below College,1399,Low,Male,2,High,Married,6232,2,No,11,Medium,6,Good,3,1,2
52,No,Frequently,Research & Development,28,College,1401,Very High,Female,4,High,Married,13247,2,Yes,11,Medium,24,Good,5,0,2
43,No,Rarely,Research & Development,6,Bachelor,1402,Low,Female,2,High,Single,4081,1,Yes,14,Low,20,Bad,20,1,8
27,No,Rarely,Sales,10,Bachelor,1403,Very High,Female,2,Very High,Married,5769,1,Yes,11,Very High,6,Better,6,4,4
27,Yes,Rarely,Research & Development,17,Master,1405,Very High,Female,1,High,Single,2394,1,Yes,13,Very High,8,Better,8,7,7
26,No,Rarely,Research & Development,2,Below College,1407,Low,Male,1,Very High,Single,3904,0,No,12,Very High,5,Better,4,1,1
42,No,Rarely,Human Resources,10,Bachelor,1408,High,Female,4,Low,Married,16799,0,No,14,High,21,Better,20,0,9
52,No,Rarely,Research & Development,8,Master,1409,High,Female,1,Low,Married,2950,9,No,13,High,12,Bad,5,0,4
37,No,Rarely,Research & Development,11,Bachelor,1411,Low,Female,1,High,Single,3629,4,No,18,Low,8,Better,3,0,2
35,No,Frequently,Research & Development,18,College,1412,High,Male,3,Very High,Single,9362,2,No,11,High,10,Better,2,2,2
25,No,Rarely,Research & Development,1,Bachelor,1415,Low,Male,1,Very High,Married,3229,4,No,11,Medium,7,Good,3,0,2
26,No,Rarely,Research & Development,7,Bachelor,1417,High,Male,1,Low,Single,3578,0,No,12,Very High,8,Better,7,0,7
29,No,Rarely,Human Resources,17,Bachelor,1419,Medium,Male,3,Low,Single,7988,1,No,13,Low,10,Good,10,0,9
49,Yes,Frequently,Research & Development,28,College,1420,Low,Male,2,Low,Single,4284,3,No,20,Low,20,Better,4,1,3
29,Yes,Frequently,Research & Development,14,Below College,1421,High,Female,3,Very High,Single,7553,0,Yes,12,Low,9,Better,8,7,7
54,No,Rarely,Research & Development,1,Bachelor,1422,Very High,Female,4,Very High,Single,17328,6,No,19,Very High,29,Good,20,12,7
58,No,Rarely,Research & Development,1,Bachelor,1423,Very High,Female,5,Low,Married,19701,3,Yes,21,High,32,Better,9,1,5
55,No,Rarely,Research & Development,1,Master,1424,Medium,Male,4,Very High,Divorced,14732,2,No,13,Very High,31,Best,7,0,0
36,No,Rarely,Sales,3,Master,1425,Low,Female,2,Medium,Single,9278,3,Yes,16,Very High,15,Better,5,0,1
31,Yes,Frequently,Sales,1,Master,1427,Medium,Female,1,High,Single,1359,1,No,12,Medium,1,Better,1,0,0
30,No,Rarely,Sales,7,Master,1428,Very High,Female,2,Low,Divorced,4779,7,No,14,Medium,8,Better,3,0,2
31,No,Rarely,Research & Development,8,Doctor,1430,Low,Female,4,Medium,Single,16422,3,No,11,High,9,Best,3,1,0
34,No,Frequently,Research & Development,1,Master,1431,Very High,Male,1,Low,Divorced,2996,5,No,14,High,10,Better,4,1,3
31,Yes,Rarely,Research & Development,8,Bachelor,1433,Low,Female,1,Medium,Single,1261,1,No,12,High,1,Best,1,0,0
27,No,Rarely,Research & Development,11,Below College,1434,Medium,Male,1,Low,Married,2099,0,No,14,Medium,6,Best,5,1,4
36,No,Rarely,Research & Development,4,Master,1435,Low,Male,2,Very High,Single,5810,1,No,16,High,10,Good,10,1,8
36,No,Rarely,Sales,16,Master,1436,High,Female,2,Low,Married,5647,4,No,13,Low,11,Good,3,0,2
47,No,Rarely,Research & Development,1,Bachelor,1438,Low,Male,1,Very High,Married,3420,7,No,12,High,17,Good,6,1,2
25,Yes,Rarely,Sales,9,College,1439,Low,Male,1,Low,Married,4400,3,No,12,Low,6,Better,3,2,2
37,No,None,Research & Development,5,College,1440,High,Male,1,High,Single,3500,0,No,14,Low,7,Bad,6,1,3
56,No,Rarely,Research & Development,1,College,1441,Low,Female,1,Low,Married,2066,2,No,22,Very High,5,Best,3,1,0
47,No,Rarely,Research & Development,2,Master,1443,Low,Female,4,High,Married,17169,3,No,19,Medium,26,Best,20,5,6
24,No,Rarely,Sales,4,Below College,1445,Very High,Female,2,High,Married,4162,1,Yes,12,High,5,Better,5,0,3
32,No,Rarely,Sales,7,Doctor,1446,Very High,Male,2,Very High,Married,9204,4,No,12,High,7,Good,4,0,3
34,No,Rarely,Research & Development,1,Bachelor,1447,Very High,Female,1,Medium,Married,3294,5,No,17,Low,7,Good,5,0,2
41,No,Rarely,Research & Development,5,Doctor,1448,Medium,Male,1,High,Married,2127,2,Yes,12,Low,7,Good,4,0,3
40,No,None,Research & Development,9,Master,1449,High,Male,2,High,Divorced,3975,3,No,11,High,11,Best,8,0,7
31,No,Rarely,Sales,8,College,1453,Low,Male,3,Very High,Divorced,10793,1,No,18,Low,13,Better,13,9,9
46,Yes,Rarely,Sales,9,Bachelor,1457,Low,Male,3,Very High,Divorced,10096,4,No,11,Low,28,Best,7,4,3
39,Yes,None,Research & Development,2,Bachelor,1458,Low,Female,1,Low,Single,3646,2,Yes,23,Medium,11,Best,1,0,0
31,Yes,Frequently,Research & Development,1,Doctor,1459,High,Female,3,Medium,Single,7446,1,No,11,Low,10,Better,10,4,7
45,No,Rarely,Research & Development,20,Bachelor,1460,Medium,Male,3,Low,Divorced,10851,2,Yes,18,Medium,24,Better,7,0,7
31,No,Rarely,Human Resources,8,College,1461,Very High,Female,1,Medium,Single,2109,9,No,18,Very High,8,Better,3,0,2
31,Yes,Frequently,Research & Development,2,Bachelor,1464,Medium,Male,1,Very High,Married,3722,6,Yes,13,High,7,Bad,2,2,2
45,No,Rarely,Research & Development,29,Bachelor,1465,Medium,Male,3,Very High,Married,9380,4,Yes,18,Very High,10,Best,3,1,2
48,No,Rarely,Sales,7,Bachelor,1466,High,Male,2,Low,Divorced,5486,4,No,11,Low,15,Better,2,2,2
34,Yes,Rarely,Human Resources,9,Master,1467,Low,Female,1,High,Married,2742,1,No,15,Very High,2,Better,2,2,2
40,No,None,Research & Development,8,Below College,1468,Very High,Male,3,Medium,Divorced,13757,2,No,11,High,16,Better,9,4,8
28,No,Rarely,Sales,5,Bachelor,1469,Very High,Male,2,Low,Single,8463,0,No,18,Very High,6,Better,5,1,3
44,No,None,Research & Development,5,Bachelor,1471,High,Male,1,High,Single,3162,3,No,14,Very High,7,Better,5,0,3
53,No,Rarely,Research & Development,2,Bachelor,1472,Very High,Male,4,Medium,Single,16598,4,No,12,Medium,35,Good,9,8,8
49,No,Rarely,Research & Development,5,Master,1473,Low,Male,2,High,Married,6651,2,No,14,Medium,20,Good,3,1,2
40,No,Rarely,Research & Development,2,Bachelor,1474,High,Male,1,High,Divorced,2345,2,No,14,High,8,Best,3,1,2
44,No,Rarely,Research & Development,20,Bachelor,1475,Very High,Male,1,Medium,Single,3420,1,No,13,High,6,Good,5,1,3
33,No,Frequently,Sales,7,Bachelor,1477,Very High,Male,2,Low,Married,4373,0,No,14,Low,5,Better,4,0,3
34,No,Rarely,Sales,3,Bachelor,1478,Very High,Male,2,Low,Single,4759,3,No,18,Very High,15,Better,13,3,12
30,No,Rarely,Sales,16,Below College,1479,Very High,Male,2,High,Married,5301,8,No,15,High,4,Good,2,2,2
42,No,Frequently,Research & Development,9,College,1480,Low,Female,1,Very High,Single,3673,1,No,13,High,12,Better,12,5,8
44,No,Frequently,Sales,1,Doctor,1481,Low,Female,2,High,Married,4768,7,No,12,High,11,Good,1,0,0
30,No,None,Research & Development,7,Bachelor,1482,High,Male,1,High,Divorced,1274,1,No,13,Medium,1,Good,1,0,0
57,No,Rarely,Research & Development,1,College,1483,Medium,Male,2,High,Married,4900,0,No,24,Low,13,Good,12,2,8
49,No,Rarely,Research & Development,7,Master,1484,High,Male,3,Medium,Divorced,10466,3,No,14,Medium,29,Better,8,0,7
34,No,Frequently,Research & Development,15,Bachelor,1485,Medium,Male,4,Low,Divorced,17007,7,No,14,Very High,16,Good,14,6,9
28,Yes,Frequently,Sales,1,Bachelor,1486,Low,Male,1,High,Married,2909,3,No,15,Very High,5,Best,3,1,2
29,Yes,Frequently,Sales,13,Bachelor,1487,Low,Female,2,Medium,Single,5765,5,No,11,Low,7,Bad,5,0,0
34,Yes,Rarely,Sales,24,Master,1489,Low,Female,2,Medium,Single,4599,0,Yes,23,High,16,Best,15,10,10
35,No,Rarely,Sales,7,Below College,1492,Very High,Male,1,High,Married,2404,1,No,13,Low,1,Better,1,0,0
24,Yes,Frequently,Research & Development,9,Bachelor,1494,Medium,Male,1,Low,Single,3172,2,Yes,11,High,4,Good,0,0,0
24,No,None,Sales,13,College,1495,Very High,Female,1,Medium,Married,2033,1,No,13,High,1,Better,1,0,0
44,No,Frequently,Research & Development,2,Below College,1496,Medium,Male,3,High,Single,10209,5,Yes,18,Medium,16,Good,2,2,2
29,No,Rarely,Sales,19,Bachelor,1497,High,Male,2,High,Divorced,8620,1,No,14,High,10,Better,10,0,4
30,No,Rarely,Human Resources,1,Bachelor,1499,High,Male,1,High,Divorced,2064,0,No,21,Low,6,Best,5,1,3
55,No,Rarely,Research & Development,4,Master,1501,Very High,Male,2,High,Married,4035,0,Yes,16,Medium,4,Better,3,1,2
33,No,Rarely,Research & Development,4,Master,1502,Low,Female,1,Medium,Married,3838,8,No,11,Very High,8,Better,5,0,2
47,No,Rarely,Sales,14,Bachelor,1503,High,Female,2,High,Married,4591,3,Yes,17,High,11,Good,5,1,2
28,Yes,Frequently,Research & Development,2,College,1504,High,Male,1,Low,Single,2561,7,No,11,High,8,Good,0,0,0
28,No,Rarely,Research & Development,1,Bachelor,1506,Low,Male,1,High,Divorced,1563,1,No,14,Very High,1,Bad,1,0,0
28,No,Frequently,Sales,7,Bachelor,1507,High,Male,2,Low,Single,4898,0,No,14,Very High,5,Better,4,1,3
49,No,Rarely,Research & Development,3,College,1509,High,Female,2,Low,Married,4789,4,No,25,Low,10,Better,3,1,2
29,No,Frequently,Research & Development,2,Below College,1513,Very High,Female,1,Medium,Married,3180,0,No,13,High,4,Better,3,0,2
28,No,Rarely,Research & Development,29,Below College,1514,High,Male,2,Medium,Married,6549,1,No,14,Medium,8,Good,8,1,7
33,No,Rarely,Research & Development,8,Doctor,1515,Very High,Male,2,High,Single,6388,2,Yes,17,Low,14,Better,0,0,0
32,No,Rarely,Research & Development,10,Bachelor,1516,High,Male,3,Very High,Single,11244,2,No,25,Medium,10,Best,5,0,0
54,No,Frequently,Research & Development,11,Master,1520,Medium,Female,4,Very High,Divorced,16032,3,No,20,Low,26,Better,14,1,12
29,Yes,Rarely,Research & Development,1,Master,1522,Low,Male,1,Low,Single,2362,6,No,13,High,11,Bad,9,0,7
44,No,Rarely,Research & Development,28,Bachelor,1523,Very High,Male,4,Low,Married,16328,3,No,13,High,24,Best,20,14,17
39,No,Rarely,Research & Development,6,Bachelor,1525,Medium,Female,3,Medium,Single,8376,4,No,18,Very High,9,Better,2,2,2
46,No,Rarely,Sales,3,Bachelor,1527,High,Female,4,Medium,Married,16606,8,No,12,Very High,23,Best,13,5,1
35,No,Rarely,Research & Development,16,Bachelor,1529,Very High,Female,3,Medium,Single,8606,1,No,19,Very High,11,Bad,11,3,3
23,No,Rarely,Research & Development,20,Below College,1533,Low,Male,2,High,Single,2272,0,No,14,Medium,5,Better,4,1,2
40,Yes,Rarely,Research & Development,9,Master,1534,Very High,Male,1,Low,Single,2018,3,No,14,Medium,15,Bad,5,1,0
34,No,Rarely,Sales,1,Bachelor,1535,Very High,Male,3,High,Married,7083,1,Yes,14,Very High,10,Better,10,8,6
31,Yes,Frequently,Research & Development,3,Bachelor,1537,Very High,Female,1,High,Single,4084,1,No,12,Low,7,Bad,7,7,7
50,No,Frequently,Research & Development,22,Doctor,1539,High,Male,4,Very High,Single,14411,1,Yes,13,Very High,32,Better,32,13,9
34,No,Rarely,Sales,7,College,1541,Medium,Male,1,High,Married,2308,0,Yes,25,Medium,12,Better,11,5,7
42,No,Rarely,Research & Development,2,Bachelor,1542,High,Male,1,Medium,Married,4841,4,No,14,Medium,4,Better,1,0,0
37,No,Rarely,Research & Development,13,Bachelor,1543,Low,Male,2,Very High,Married,4285,1,No,17,Low,10,Better,10,3,7
29,No,Rarely,Research & Development,8,Below College,1544,High,Female,2,Low,Married,9715,3,No,13,High,9,Better,7,0,7
33,No,Rarely,Research & Development,25,Bachelor,1545,Very High,Male,2,Medium,Single,4320,1,No,13,Very High,5,Better,5,0,2
45,No,Rarely,Research & Development,28,Bachelor,1546,Very High,Male,1,Very High,Married,2132,4,No,20,Very High,8,Better,5,0,3
42,No,Frequently,Research & Development,2,Bachelor,1547,Very High,Male,3,Very High,Married,10124,2,Yes,14,High,24,Bad,20,13,9
40,No,Rarely,Sales,9,College,1548,Low,Male,2,Low,Married,5473,0,No,12,Very High,9,Best,8,7,1
33,No,Rarely,Research & Development,28,Master,1549,Medium,Male,2,High,Married,5207,1,Yes,12,Medium,15,Better,15,5,7
40,No,Rarely,Human Resources,6,College,1550,High,Male,4,Very High,Single,16437,1,Yes,21,Very High,21,Better,21,7,7
24,No,Rarely,Research & Development,21,College,1551,High,Male,1,Low,Divorced,2296,0,No,14,Medium,2,Better,1,0,0
40,No,None,Research & Development,8,College,1552,Very High,Male,2,Very High,Divorced,4069,3,Yes,18,High,8,Better,2,2,2
45,No,Rarely,Research & Development,1,Master,1553,Low,Male,3,Medium,Divorced,7441,1,No,12,Low,10,Better,10,7,7
35,No,Rarely,Sales,28,Master,1554,Medium,Female,1,High,Married,2430,0,No,23,Low,6,Better,5,4,2
32,No,Rarely,Research & Development,5,College,1555,Very High,Female,2,Medium,Married,5878,3,No,12,Low,12,Better,7,2,5
36,No,Rarely,Sales,2,Master,1556,High,Male,1,Very High,Single,2644,3,Yes,21,Very High,7,Good,3,1,2
48,No,Rarely,Sales,16,Master,1557,High,Female,2,High,Divorced,6439,8,No,14,High,18,Better,8,7,7
29,No,Rarely,Research & Development,9,Bachelor,1558,High,Male,1,High,Married,2451,6,No,18,Low,5,Good,1,0,0
33,No,Rarely,Sales,8,Master,1560,Low,Male,2,Low,Married,6392,2,No,13,Very High,8,Bad,2,2,2
30,Yes,Rarely,Sales,1,Bachelor,1562,Medium,Male,2,Low,Married,9714,1,No,11,Very High,10,Better,10,6,7
38,No,Frequently,Human Resources,10,Master,1563,High,Male,2,High,Married,6077,3,No,11,High,10,Better,6,1,2
35,No,Rarely,Research & Development,1,Bachelor,1564,Very High,Male,1,Low,Single,2450,1,No,19,Medium,3,Better,3,1,2
30,No,Rarely,Sales,29,Master,1568,High,Male,3,Medium,Married,9250,3,No,12,Medium,9,Better,4,1,3
35,Yes,Rarely,Research & Development,2,Bachelor,1569,Low,Female,1,Low,Divorced,2074,1,Yes,12,Very High,1,Better,1,0,0
53,Yes,Rarely,Research & Development,2,Doctor,1572,High,Female,3,Very High,Married,10169,0,No,16,Medium,34,Better,33,1,9
38,Yes,Rarely,Research & Development,2,Bachelor,1573,High,Male,2,Medium,Married,4855,4,No,11,Low,7,Better,5,1,4
32,No,None,Research & Development,1,Master,1574,Very High,Male,2,Low,Married,4087,4,No,14,Medium,9,Good,6,1,2
48,No,Rarely,Research & Development,15,Master,1576,High,Female,1,Low,Married,2367,8,No,12,Very High,10,Good,8,7,6
34,No,Rarely,Research & Development,7,Master,1577,Low,Male,1,Very High,Single,2972,1,No,13,High,1,Bad,1,0,0
55,No,Rarely,Sales,26,Doctor,1578,High,Male,5,Very High,Married,19586,1,No,21,High,36,Better,36,2,13
34,No,Rarely,Research & Development,1,Master,1580,Medium,Male,2,Very High,Married,5484,9,No,17,Medium,9,Good,2,2,1
26,No,Rarely,Research & Development,3,Bachelor,1581,Low,Female,1,Very High,Married,2061,1,No,21,Low,1,Better,1,0,0
38,No,Rarely,Sales,14,Bachelor,1582,High,Male,2,Medium,Married,9924,0,No,11,Very High,10,Better,9,7,7
38,No,Rarely,Sales,16,Bachelor,1583,Medium,Female,2,Medium,Single,4198,2,No,12,Medium,8,Best,3,1,2
36,No,Rarely,Sales,1,Master,1585,Medium,Female,2,High,Single,6815,6,No,13,Low,15,Better,1,0,0
29,No,Rarely,Research & Development,3,Below College,1586,Medium,Male,1,Low,Single,4723,1,Yes,18,Very High,10,Better,10,1,5
35,No,Rarely,Research & Development,10,Master,1587,Low,Female,2,High,Single,6142,3,Yes,16,High,10,Better,5,0,4
